pax,group,session,trial,rt,item,age
sub-control016,control,T1,trial15,887.2508880636923,item3,9.024964036910994
sub-control016,control,T1,trial16,906.5106432774462,item4,9.024964036910994
sub-control016,control,T1,trial17,884.4031452777408,item4,9.024964036910994
sub-control016,control,T1,trial18,914.0213248803169,item4,9.024964036910994
sub-control016,control,T1,trial19,883.928104771195,item4,9.024964036910994
sub-control016,control,T1,trial20,884.2172716956309,item4,9.024964036910994
sub-test016,test,T0,trial1,995.5532173791946,item1,15.798872994092573
sub-test016,test,T0,trial2,1023.3925170543217,item1,15.798872994092573
sub-test016,test,T0,trial3,987.1307440330341,item1,15.798872994092573
sub-test016,test,T0,trial4,990.8678105403775,item1,15.798872994092573
sub-test016,test,T0,trial5,1036.030639529877,item1,15.798872994092573
sub-test016,test,T0,trial6,980.077269922676,item2,15.798872994092573
sub-test016,test,T0,trial7,979.4907249570592,item2,15.798872994092573
sub-test016,test,T0,trial8,1001.7626978328068,item2,15.798872994092573
sub-test016,test,T0,trial9,952.727046204417,item2,15.798872994092573
sub-test016,test,T0,trial10,984.752436067056,item2,15.798872994092573
sub-test016,test,T0,trial11,975.8196454678649,item3,15.798872994092573
sub-test016,test,T0,trial12,943.024326326045,item3,15.798872994092573
sub-test016,test,T0,trial13,959.8286013546938,item3,15.798872994092573
sub-test016,test,T0,trial14,986.5892117980702,item3,15.798872994092573
sub-test016,test,T0,trial15,979.4452754852214,item3,15.798872994092573
sub-test016,test,T0,trial16,998.7050306989754,item4,15.798872994092573
sub-test016,test,T0,trial17,976.5975326992699,item4,15.798872994092573
sub-test016,test,T0,trial18,1006.215712301846,item4,15.798872994092573
sub-test016,test,T0,trial19,976.122492192724,item4,15.798872994092573
sub-test016,test,T0,trial20,976.41165911716,item4,15.798872994092573
sub-test016,test,T1,trial1,756.2403752063949,item1,15.798872994092573
sub-test016,test,T1,trial2,784.079674881522,item1,15.798872994092573
sub-test016,test,T1,trial3,747.8179018602344,item1,15.798872994092573
sub-test016,test,T1,trial4,751.5549683675778,item1,15.798872994092573
sub-test016,test,T1,trial5,796.7177973570772,item1,15.798872994092573
sub-test016,test,T1,trial6,740.7644277498763,item2,15.798872994092573
sub-test016,test,T1,trial7,740.1778827842595,item2,15.798872994092573
sub-test016,test,T1,trial8,762.4498556600071,item2,15.798872994092573
sub-test016,test,T1,trial9,713.4142040316173,item2,15.798872994092573
sub-test016,test,T1,trial10,745.4395938942563,item2,15.798872994092573
sub-test016,test,T1,trial11,736.5068032950652,item3,15.798872994092573
sub-test016,test,T1,trial12,703.7114841532452,item3,15.798872994092573
sub-test016,test,T1,trial13,720.515759181894,item3,15.798872994092573
sub-test016,test,T1,trial14,747.2763696252705,item3,15.798872994092573
sub-test016,test,T1,trial15,740.1324333124217,item3,15.798872994092573
sub-test016,test,T1,trial16,759.3921885261757,item4,15.798872994092573
sub-test016,test,T1,trial17,737.2846905264702,item4,15.798872994092573
sub-test016,test,T1,trial18,766.9028701290463,item4,15.798872994092573
sub-test016,test,T1,trial19,736.8096500199243,item4,15.798872994092573
sub-test016,test,T1,trial20,737.0988169443602,item4,15.798872994092573
sub-control017,control,T0,trial1,1016.4728619026905,item1,9.546723432199094
sub-control017,control,T0,trial2,1044.3121615778177,item1,9.546723432199094
sub-control017,control,T0,trial3,1008.0503885565302,item1,9.546723432199094
sub-control017,control,T0,trial4,1011.7874550638735,item1,9.546723432199094
sub-control017,control,T0,trial5,1056.9502840533728,item1,9.546723432199094
sub-control017,control,T0,trial6,1000.996914446172,item2,9.546723432199094
sub-control017,control,T0,trial7,1000.4103694805552,item2,9.546723432199094
sub-control017,control,T0,trial8,1022.6823423563028,item2,9.546723432199094
sub-control017,control,T0,trial9,973.646690727913,item2,9.546723432199094
sub-control017,control,T0,trial10,1005.672080590552,item2,9.546723432199094
sub-control017,control,T0,trial11,996.7392899913609,item3,9.546723432199094
sub-control017,control,T0,trial12,963.943970849541,item3,9.546723432199094
sub-control017,control,T0,trial13,980.7482458781898,item3,9.546723432199094
sub-control017,control,T0,trial14,1007.5088563215662,item3,9.546723432199094
sub-control017,control,T0,trial15,1000.3649200087174,item3,9.546723432199094
sub-control017,control,T0,trial16,1019.6246752224713,item4,9.546723432199094
sub-control017,control,T0,trial17,997.5171772227659,item4,9.546723432199094
sub-control017,control,T0,trial18,1027.1353568253421,item4,9.546723432199094
sub-control017,control,T0,trial19,997.04213671622006,item4,9.546723432199094
sub-control017,control,T0,trial20,997.331303640656,item4,9.546723432199094
sub-control017,control,T1,trial1,906.4698925917637,item1,9.546723432199094
sub-control017,control,T1,trial2,934.3091922668908,item1,9.546723432199094
sub-control017,control,T1,trial3,898.0474192456032,item1,9.546723432199094
sub-control017,control,T1,trial4,901.7844857529466,item1,9.546723432199094
sub-control017,control,T1,trial5,946.947314742446,item1,9.546723432199094
sub-control017,control,T1,trial6,890.9939451352451,item2,9.546723432199094
sub-control017,control,T1,trial7,890.4074001696283,item2,9.546723432199094
sub-control017,control,T1,trial8,912.6793730453759,item2,9.546723432199094
sub-control017,control,T1,trial9,863.6437214169861,item2,9.546723432199094
sub-control017,control,T1,trial10,895.6691112796251,item2,9.546723432199094
sub-control017,control,T1,trial11,886.736320680434,item3,9.546723432199094
sub-control017,control,T1,trial12,853.941001538614,item3,9.546723432199094
sub-control017,control,T1,trial13,870.7452765672629,item3,9.546723432199094
sub-control017,control,T1,trial14,897.5058870106393,item3,9.546723432199094
sub-control017,control,T1,trial15,890.3619506977905,item3,9.546723432199094
sub-control017,control,T1,trial16,909.6217059115445,item4,9.546723432199094
sub-control017,control,T1,trial17,887.514207911839,item4,9.546723432199094
sub-control017,control,T1,trial18,917.1323875144151,item4,9.546723432199094
sub-control017,control,T1,trial19,887.0391674052931,item4,9.546723432199094
sub-control017,control,T1,trial20,887.328334329729,item4,9.546723432199094
sub-test017,test,T0,trial1,997.7571138454518,item1,15.506094454906876
sub-test017,test,T0,trial2,1025.5964135205788,item1,15.506094454906876
sub-test017,test,T0,trial3,989.3346404992914,item1,15.506094454906876
sub-test017,test,T0,trial4,993.0717070066347,item1,15.506094454906876
sub-test017,test,T0,trial5,1038.2345359961341,item1,15.506094454906876
sub-test017,test,T0,trial6,982.2811663889332,item2,15.506094454906876
sub-test017,test,T0,trial7,981.6946214233164,item2,15.506094454906876
sub-test017,test,T0,trial8,1003.966594299064,item2,15.506094454906876
sub-test017,test,T0,trial9,954.9309426706742,item2,15.506094454906876
sub-test017,test,T0,trial10,986.9563325333132,item2,15.506094454906876
sub-test017,test,T0,trial11,978.0235419341221,item3,15.506094454906876
sub-test017,test,T0,trial12,945.2282227923022,item3,15.506094454906876
sub-test017,test,T0,trial13,962.032497820951,item3,15.506094454906876
sub-test017,test,T0,trial14,988.7931082643274,item3,15.506094454906876
sub-test017,test,T0,trial15,981.6491719514786,item3,15.506094454906876
sub-test017,test,T0,trial16,1000.9089271652326,item4,15.506094454906876
sub-test017,test,T0,trial17,978.8014291655271,item4,15.506094454906876
sub-test017,test,T0,trial18,1008.4196087681032,item4,15.506094454906876
sub-test017,test,T0,trial19,978.3263886589813,item4,15.506094454906876
sub-test017,test,T0,trial20,978.6155555834172,item4,15.506094454906876
sub-test017,test,T1,trial1,761.6836973751138,item1,15.506094454906876
sub-test017,test,T1,trial2,789.5229970502409,item1,15.506094454906876
sub-test017,test,T1,trial3,753.2612240289533,item1,15.506094454906876
sub-test017,test,T1,trial4,756.9982905362966,item1,15.506094454906876
sub-test017,test,T1,trial5,802.161119525796,item1,15.506094454906876
sub-test017,test,T1,trial6,746.2077499185951,item2,15.506094454906876
sub-test017,test,T1,trial7,745.6212049529784,item2,15.506094454906876
sub-test017,test,T1,trial8,767.8931778287259,item2,15.506094454906876
sub-test017,test,T1,trial9,718.8575262003361,item2,15.506094454906876
sub-test017,test,T1,trial10,750.8829160629751,item2,15.506094454906876
sub-test017,test,T1,trial11,741.950125463784,item3,15.506094454906876
sub-test017,test,T1,trial12,709.1548063219641,item3,15.506094454906876
sub-test017,test,T1,trial13,725.9590813506129,item3,15.506094454906876
sub-test017,test,T1,trial14,752.7196917939893,item3,15.506094454906876
sub-test017,test,T1,trial15,745.5757554811405,item3,15.506094454906876
sub-test017,test,T1,trial16,764.8355106948945,item4,15.506094454906876
sub-test017,test,T1,trial17,742.728012695189,item4,15.506094454906876
sub-test017,test,T1,trial18,772.3461922977651,item4,15.506094454906876
sub-test017,test,T1,trial19,742.2529721886432,item4,15.506094454906876
sub-test017,test,T1,trial20,742.5421391130791,item4,15.506094454906876
sub-control018,control,T0,trial1,1018.3217487797378,item1,7.5222437684689085
sub-control018,control,T0,trial2,1046.161048454865,item1,7.5222437684689085
sub-control018,control,T0,trial3,1009.8992754335775,item1,7.5222437684689085
sub-control018,control,T0,trial4,1013.6363419409208,item1,7.5222437684689085
sub-control018,control,T0,trial5,1058.7991709304201,item1,7.5222437684689085
sub-control018,control,T0,trial6,1002.8458013232193,item2,7.5222437684689085
sub-control018,control,T0,trial7,1002.2592563576026,item2,7.5222437684689085
sub-control018,control,T0,trial8,1024.5312292333501,item2,7.5222437684689085
sub-control018,control,T0,trial9,975.4955776049603,item2,7.5222437684689085
sub-control018,control,T0,trial10,1007.5209674675993,item2,7.5222437684689085
sub-control018,control,T0,trial11,998.5881768684083,item3,7.5222437684689085
sub-control018,control,T0,trial12,965.7928577265883,item3,7.5222437684689085
sub-control018,control,T0,trial13,982.5971327552371,item3,7.5222437684689085
sub-control018,control,T0,trial14,1009.3577431986135,item3,7.5222437684689085
sub-control018,control,T0,trial15,1002.2138068857647,item3,7.5222437684689085
sub-control018,control,T0,trial16,1021.4735620995186,item4,7.5222437684689085
sub-control018,control,T0,trial17,999.3660640998132,item4,7.5222437684689085
sub-control018,control,T0,trial18,1028.9842437023894,item4,7.5222437684689085
sub-control018,control,T0,trial19,998.8910235932674,item4,7.5222437684689085
sub-control018,control,T0,trial20,999.1801905177033,item4,7.5222437684689085
sub-control018,control,T1,trial1,915.1817455648795,item1,7.5222437684689085
sub-control018,control,T1,trial2,943.0210452400066,item1,7.5222437684689085
sub-control018,control,T1,trial3,906.759272218719,item1,7.5222437684689085
sub-control018,control,T1,trial4,910.4963387260624,item1,7.5222437684689085
sub-control018,control,T1,trial5,955.6591677155618,item1,7.5222437684689085
sub-control018,control,T1,trial6,899.7057981083609,item2,7.5222437684689085
sub-control018,control,T1,trial7,899.1192531427441,item2,7.5222437684689085
sub-control018,control,T1,trial8,921.3912260184917,item2,7.5222437684689085
sub-control018,control,T1,trial9,872.3555743901019,item2,7.5222437684689085
sub-control018,control,T1,trial10,904.3809642527409,item2,7.5222437684689085
sub-control018,control,T1,trial11,895.4481736535498,item3,7.5222437684689085
sub-control018,control,T1,trial12,862.6528545117299,item3,7.5222437684689085
sub-control018,control,T1,trial13,879.4571295403787,item3,7.5222437684689085
sub-control018,control,T1,trial14,906.2177399837551,item3,7.5222437684689085
sub-control018,control,T1,trial15,899.0738036709063,item3,7.5222437684689085
sub-control018,control,T1,trial16,918.3335588846603,item4,7.5222437684689085
sub-control018,control,T1,trial17,896.2260608849548,item4,7.5222437684689085
sub-control018,control,T1,trial18,925.8442404875309,item4,7.5222437684689085
sub-control018,control,T1,trial19,895.751020378409,item4,7.5222437684689085
sub-control018,control,T1,trial20,896.0401873028449,item4,7.5222437684689085
sub-test018,test,T0,trial1,997.8180433062289,item1,15.679018289240348
sub-test018,test,T0,trial2,1025.657342981356,item1,15.679018289240348
sub-test018,test,T0,trial3,989.3955699600684,item1,15.679018289240348
sub-test018,test,T0,trial4,993.1326364674118,item1,15.679018289240348
sub-test018,test,T0,trial5,1038.2954654569112,item1,15.679018289240348
sub-test018,test,T0,trial6,982.3420958497103,item2,15.679018289240348
sub-test018,test,T0,trial7,981.7555508840935,item2,15.679018289240348
sub-test018,test,T0,trial8,1004.0275237598411,item2,15.679018289240348
sub-test018,test,T0,trial9,954.9918721314513,item2,15.679018289240348
sub-test018,test,T0,trial10,987.0172619940903,item2,15.679018289240348
sub-test018,test,T0,trial11,978.0844713948992,item3,15.679018289240348
sub-test018,test,T0,trial12,945.2891522530792,item3,15.679018289240348
sub-test018,test,T0,trial13,962.093427281728,item3,15.679018289240348
sub-test018,test,T0,trial14,988.8540377251045,item3,15.679018289240348
sub-test018,test,T0,trial15,981.7101014122557,item3,15.679018289240348
sub-test018,test,T0,trial16,1000.9698566260097,item4,15.679018289240348
sub-test018,test,T0,trial17,978.8623586263042,item4,15.679018289240348
sub-test018,test,T0,trial18,1008.4805382288803,item4,15.679018289240348
sub-test018,test,T0,trial19,978.3873181197583,item4,15.679018289240348
sub-test018,test,T0,trial20,978.6764850441942,item4,15.679018289240348
sub-test018,test,T1,trial1,764.2300717972832,item1,15.679018289240348
sub-test018,test,T1,trial2,792.0693714724104,item1,15.679018289240348
sub-test018,test,T1,trial3,755.8075984511228,item1,15.679018289240348
sub-test018,test,T1,trial4,759.5446649584661,item1,15.679018289240348
sub-test018,test,T1,trial5,804.7074939479655,item1,15.679018289240348
sub-test018,test,T1,trial6,748.7541243407646,item2,15.679018289240348
sub-test018,test,T1,trial7,748.1675793751479,item2,15.679018289240348
sub-test018,test,T1,trial8,770.4395522508954,item2,15.679018289240348
sub-test018,test,T1,trial9,721.4039006225056,item2,15.679018289240348
sub-test018,test,T1,trial10,753.4292904851446,item2,15.679018289240348
sub-test018,test,T1,trial11,744.4964998859535,item3,15.679018289240348
sub-test018,test,T1,trial12,711.7011807441336,item3,15.679018289240348
sub-test018,test,T1,trial13,728.5054557727824,item3,15.679018289240348
sub-test018,test,T1,trial14,755.2660662161588,item3,15.679018289240348
sub-test018,test,T1,trial15,748.12212990331,item3,15.679018289240348
sub-test018,test,T1,trial16,767.381885117064,item4,15.679018289240348
sub-test018,test,T1,trial17,745.2743871173585,item4,15.679018289240348
sub-test018,test,T1,trial18,774.8925667199346,item4,15.679018289240348
sub-test018,test,T1,trial19,744.7993466108127,item4,15.679018289240348
sub-test018,test,T1,trial20,745.0885135352486,item4,15.679018289240348
sub-control019,control,T0,trial1,1024.0954491467085,item1,7.973198105669344
sub-control019,control,T0,trial2,1051.9347488218357,item1,7.973198105669344
sub-control019,control,T0,trial3,1015.6729758005481,item1,7.973198105669344
sub-control019,control,T0,trial4,1019.4100423078914,item1,7.973198105669344
sub-control019,control,T0,trial5,1064.5728712973907,item1,7.973198105669344
sub-control019,control,T0,trial6,1008.61950169019,item2,7.973198105669344
sub-control019,control,T0,trial7,1008.0329567245732,item2,7.973198105669344
sub-control019,control,T0,trial8,1030.3049296003207,item2,7.973198105669344
sub-control019,control,T0,trial9,981.2692779719309,item2,7.973198105669344
sub-control019,control,T0,trial10,1013.29466783457,item2,7.973198105669344
sub-control019,control,T0,trial11,1004.3618772353789,item3,7.973198105669344
sub-control019,control,T0,trial12,971.5665580935589,item3,7.973198105669344
sub-control019,control,T0,trial13,988.3708331222077,item3,7.973198105669344
sub-control019,control,T0,trial14,1015.1314435655842,item3,7.973198105669344
sub-control019,control,T0,trial15,1007.9875072527353,item3,7.973198105669344
sub-control019,control,T0,trial16,1027.2472624664892,item4,7.973198105669344
sub-control019,control,T0,trial17,1005.1397644667838,item4,7.973198105669344
sub-control019,control,T0,trial18,1034.75794406936,item4,7.973198105669344
sub-control019,control,T0,trial19,1004.664723960238,item4,7.973198105669344
sub-control019,control,T0,trial20,1004.9538908846739,item4,7.973198105669344
sub-control019,control,T1,trial1,933.7917214831107,item1,7.973198105669344
sub-control019,control,T1,trial2,961.6310211582378,item1,7.973198105669344
sub-control019,control,T1,trial3,925.3692481369502,item1,7.973198105669344
sub-control019,control,T1,trial4,929.1063146442935,item1,7.973198105669344
sub-control019,control,T1,trial5,974.269143633793,item1,7.973198105669344
sub-control019,control,T1,trial6,918.3157740265921,item2,7.973198105669344
sub-control019,control,T1,trial7,917.7292290609753,item2,7.973198105669344
sub-control019,control,T1,trial8,940.0012019367229,item2,7.973198105669344
sub-control019,control,T1,trial9,890.965550308333,item2,7.973198105669344
sub-control019,control,T1,trial10,922.9909401709721,item2,7.973198105669344
sub-control019,control,T1,trial11,914.058149571781,item3,7.973198105669344
sub-control019,control,T1,trial12,881.262830429961,item3,7.973198105669344
sub-control019,control,T1,trial13,898.0671054586098,item3,7.973198105669344
sub-control019,control,T1,trial14,924.8277159019863,item3,7.973198105669344
sub-control019,control,T1,trial15,917.6837795891374,item3,7.973198105669344
sub-control019,control,T1,trial16,936.9435348028915,item4,7.973198105669344
sub-control019,control,T1,trial17,914.836036803186,item4,7.973198105669344
sub-control019,control,T1,trial18,944.454216405762,item4,7.973198105669344
sub-control019,control,T1,trial19,914.3609962966401,item4,7.973198105669344
sub-control019,control,T1,trial20,914.650163221076,item4,7.973198105669344
sub-test019,test,T0,trial1,1004.5924590209477,item1,18.399755600920265
sub-test019,test,T0,trial2,1032.431758696075,item1,18.399755600920265
sub-test019,test,T0,trial3,996.1699856747873,item1,18.399755600920265
sub-test019,test,T0,trial4,999.9070521821307,item1,18.399755600920265
sub-test019,test,T0,trial5,1045.06988117163,item1,18.399755600920265
sub-test019,test,T0,trial6,989.1165115644292,item2,18.399755600920265
sub-test019,test,T0,trial7,988.5299665988124,item2,18.399755600920265
sub-test019,test,T0,trial8,1010.80193947456,item2,18.399755600920265
sub-test019,test,T0,trial9,961.7662878461701,item2,18.399755600920265
sub-test019,test,T0,trial10,993.7916777088092,item2,18.399755600920265
sub-test019,test,T0,trial11,984.8588871096181,item3,18.399755600920265
sub-test019,test,T0,trial12,952.0635679677981,item3,18.399755600920265
sub-test019,test,T0,trial13,968.8678429964469,item3,18.399755600920265
sub-test019,test,T0,trial14,995.6284534398234,item3,18.399755600920265
sub-test019,test,T0,trial15,988.4845171269745,item3,18.399755600920265
sub-test019,test,T0,trial16,1007.7442723407285,item4,18.399755600920265
sub-test019,test,T0,trial17,985.636774341023,item4,18.399755600920265
sub-test019,test,T0,trial18,1015.2549539435992,item4,18.399755600920265
sub-test019,test,T0,trial19,985.1617338344772,item4,18.399755600920265
sub-test019,test,T0,trial20,985.4509007589131,item4,18.399755600920265
sub-test019,test,T1,trial1,771.4312962389774,item1,18.399755600920265
sub-test019,test,T1,trial2,799.2705959141045,item1,18.399755600920265
sub-test019,test,T1,trial3,763.008822892817,item1,18.399755600920265
sub-test019,test,T1,trial4,766.7458894001603,item1,18.399755600920265
sub-test019,test,T1,trial5,811.9087183896597,item1,18.399755600920265
sub-test019,test,T1,trial6,755.9553487824588,item2,18.399755600920265
sub-test019,test,T1,trial7,755.368803816842,item2,18.399755600920265
sub-test019,test,T1,trial8,777.6407766925896,item2,18.399755600920265
sub-test019,test,T1,trial9,728.6051250641998,item2,18.399755600920265
sub-test019,test,T1,trial10,760.6305149268388,item2,18.399755600920265
sub-test019,test,T1,trial11,751.6977243276477,item3,18.399755600920265
sub-test019,test,T1,trial12,718.9024051858278,item3,18.399755600920265
sub-test019,test,T1,trial13,735.7066802144766,item3,18.399755600920265
sub-test019,test,T1,trial14,762.467290657853,item3,18.399755600920265
sub-test019,test,T1,trial15,755.3233543450042,item3,18.399755600920265
sub-test019,test,T1,trial16,774.5831095587582,item4,18.399755600920265
sub-test019,test,T1,trial17,752.4756115590527,item4,18.399755600920265
sub-test019,test,T1,trial18,782.0937911616288,item4,18.399755600920265
sub-test019,test,T1,trial19,752.0005710525069,item4,18.399755600920265
sub-test019,test,T1,trial20,752.2897379769428,item4,18.399755600920265
sub-control020,control,T0,trial1,1027.084014157915,item1,7.813212376116153
sub-control020,control,T0,trial2,1054.923313833042,item1,7.813212376116153
sub-control020,control,T0,trial3,1018.6615408117544,item1,7.813212376116153
sub-control020,control,T0,trial4,1022.3986073190978,item1,7.813212376116153
sub-control020,control,T0,trial5,1067.5614363085972,item1,7.813212376116153
sub-control020,control,T0,trial6,1011.6080667013963,item2,7.813212376116153
sub-control020,control,T0,trial7,1011.0215217357795,item2,7.813212376116153
sub-control020,control,T0,trial8,1033.2934946115272,item2,7.813212376116153
sub-control020,control,T0,trial9,984.2578429831373,item2,7.813212376116153
sub-control020,control,T0,trial10,1016.2832328457763,item2,7.813212376116153
sub-control020,control,T0,trial11,1007.3504422465852,item3,7.813212376116153
sub-control020,control,T0,trial12,974.5551231047652,item3,7.813212376116153
sub-control020,control,T0,trial13,991.3593981334141,item3,7.813212376116153
sub-control020,control,T0,trial14,1018.1200085767905,item3,7.813212376116153
sub-control020,control,T0,trial15,1010.9760722639417,item3,7.813212376116153
sub-control020,control,T0,trial16,1030.2358274776957,item4,7.813212376116153
sub-control020,control,T0,trial17,1008.1283294779902,item4,7.813212376116153
sub-control020,control,T0,trial18,1037.7465090805663,item4,7.813212376116153
sub-control020,control,T0,trial19,1007.6532889714443,item4,7.813212376116153
sub-control020,control,T0,trial20,1007.9424558958802,item4,7.813212376116153
sub-control020,control,T1,trial1,937.9377581484932,item1,7.813212376116153
sub-control020,control,T1,trial2,965.7770578236203,item1,7.813212376116153
sub-control020,control,T1,trial3,929.5152848023328,item1,7.813212376116153
sub-control020,control,T1,trial4,933.2523513096761,item1,7.813212376116153
sub-control020,control,T1,trial5,978.4151802991755,item1,7.813212376116153
sub-control020,control,T1,trial6,922.4618106919746,item2,7.813212376116153
sub-control020,control,T1,trial7,921.8752657263578,item2,7.813212376116153
sub-control020,control,T1,trial8,944.1472386021054,item2,7.813212376116153
sub-control020,control,T1,trial9,895.1115869737156,item2,7.813212376116153
sub-control020,control,T1,trial10,927.1369768363546,item2,7.813212376116153
sub-control020,control,T1,trial11,918.2041862371635,item3,7.813212376116153
sub-control020,control,T1,trial12,885.4088670953436,item3,7.813212376116153
sub-control020,control,T1,trial13,902.2131421239924,item3,7.813212376116153
sub-control020,control,T1,trial14,928.9737525673688,item3,7.813212376116153
sub-control020,control,T1,trial15,921.82981625452,item3,7.813212376116153
sub-control020,control,T1,trial16,941.089571468274,item4,7.813212376116153
sub-control020,control,T1,trial17,918.9820734685685,item4,7.813212376116153
sub-control020,control,T1,trial18,948.6002530711446,item4,7.813212376116153
sub-control020,control,T1,trial19,918.5070329620227,item4,7.813212376116153
sub-control020,control,T1,trial20,918.7961998864586,item4,7.813212376116153
sub-test020,test,T0,trial1,1008.9627847918105,item1,16.11056574759519
sub-test020,test,T0,trial2,1036.8020844669375,item1,16.11056574759519
sub-test020,test,T0,trial3,1000.54031144565,item1,16.11056574759519
sub-test020,test,T0,trial4,1004.2773779529933,item1,16.11056574759519
sub-test020,test,T0,trial5,1049.4402069424928,item1,16.11056574759519
sub-test020,test,T0,trial6,993.4868373352919,item2,16.11056574759519
sub-test020,test,T0,trial7,992.9002923696751,item2,16.11056574759519
sub-test020,test,T0,trial8,1015.1722652454226,item2,16.11056574759519
sub-test020,test,T0,trial9,966.1366136170328,item2,16.11056574759519
sub-test020,test,T0,trial10,998.1620034796719,item2,16.11056574759519
sub-test020,test,T0,trial11,989.2292128804808,item3,16.11056574759519
sub-test020,test,T0,trial12,956.4338937386608,item3,16.11056574759519
sub-test020,test,T0,trial13,973.2381687673096,item3,16.11056574759519
sub-test020,test,T0,trial14,999.998779210686,item3,16.11056574759519
sub-test020,test,T0,trial15,992.8548428978372,item3,16.11056574759519
sub-test020,test,T0,trial16,1012.1145981115912,item4,16.11056574759519
sub-test020,test,T0,trial17,990.0071001118857,item4,16.11056574759519
sub-test020,test,T0,trial18,1019.6252797144618,item4,16.11056574759519
sub-test020,test,T0,trial19,989.5320596053399,item4,16.11056574759519
sub-test020,test,T0,trial20,989.8212265297758,item4,16.11056574759519
sub-test020,test,T1,trial1,780.1100584038459,item1,16.11056574759519
sub-test020,test,T1,trial2,807.949358078973,item1,16.11056574759519
sub-test020,test,T1,trial3,771.6875850576854,item1,16.11056574759519
sub-test020,test,T1,trial4,775.4246515650287,item1,16.11056574759519
sub-test020,test,T1,trial5,820.5874805545282,item1,16.11056574759519
sub-test020,test,T1,trial6,764.6341109473273,item2,16.11056574759519
sub-test020,test,T1,trial7,764.0475659817105,item2,16.11056574759519
sub-test020,test,T1,trial8,786.319538857458,item2,16.11056574759519
sub-test020,test,T1,trial9,737.2838872290682,item2,16.11056574759519
sub-test020,test,T1,trial10,769.3092770917073,item2,16.11056574759519
sub-test020,test,T1,trial11,760.3764864925162,item3,16.11056574759519
sub-test020,test,T1,trial12,727.5811673506962,item3,16.11056574759519
sub-test020,test,T1,trial13,744.385442379345,item3,16.11056574759519
sub-test020,test,T1,trial14,771.1460528227215,item3,16.11056574759519
sub-test020,test,T1,trial15,764.0021165098726,item3,16.11056574759519
sub-test020,test,T1,trial16,783.2618717236267,item4,16.11056574759519
sub-test020,test,T1,trial17,761.1543737239211,item4,16.11056574759519
sub-test020,test,T1,trial18,790.7725533264972,item4,16.11056574759519
sub-test020,test,T1,trial19,760.6793332173753,item4,16.11056574759519
sub-test020,test,T1,trial20,760.9685001418112,item4,16.11056574759519
sub-control021,control,T0,trial1,1031.8521300910152,item1,4.871570195217205
sub-control021,control,T0,trial2,1059.6914297661424,item1,4.871570195217205
sub-control021,control,T0,trial3,1023.4296567448548,item1,4.871570195217205
sub-control021,control,T0,trial4,1027.1667232521982,item1,4.871570195217205
sub-control021,control,T0,trial5,1072.3295522416975,item1,4.871570195217205
sub-control021,control,T0,trial6,1016.3761826344967,item2,4.871570195217205
sub-control021,control,T0,trial7,1015.7896376688799,item2,4.871570195217205
sub-control021,control,T0,trial8,1038.0616105446275,item2,4.871570195217205
sub-control021,control,T0,trial9,989.0259589162376,item2,4.871570195217205
sub-control021,control,T0,trial10,1021.0513487788767,item2,4.871570195217205
sub-control021,control,T0,trial11,1012.1185581796856,item3,4.871570195217205
sub-control021,control,T0,trial12,979.3232390378656,item3,4.871570195217205
sub-control021,control,T0,trial13,996.1275140665144,item3,4.871570195217205
sub-control021,control,T0,trial14,1022.8881245098909,item3,4.871570195217205
sub-control021,control,T0,trial15,1015.744188197042,item3,4.871570195217205
sub-control021,control,T0,trial16,1035.003943410796,item4,4.871570195217205
sub-control021,control,T0,trial17,1012.8964454110906,item4,4.871570195217205
sub-control021,control,T0,trial18,1042.5146250136668,item4,4.871570195217205
sub-control021,control,T0,trial19,1012.4214049045447,item4,4.871570195217205
sub-control021,control,T0,trial20,1012.7105718289806,item4,4.871570195217205
sub-control021,control,T1,trial1,944.6527927540888,item1,4.871570195217205
sub-control021,control,T1,trial2,972.492092429216,item1,4.871570195217205
sub-control021,control,T1,trial3,936.2303194079284,item1,4.871570195217205
sub-control021,control,T1,trial4,939.9673859152717,item1,4.871570195217205
sub-control021,control,T1,trial5,985.1302149047712,item1,4.871570195217205
sub-control021,control,T1,trial6,929.1768452975703,item2,4.871570195217205
sub-control021,control,T1,trial7,928.5903003319535,item2,4.871570195217205
sub-control021,control,T1,trial8,950.862273207701,item2,4.871570195217205
sub-control021,control,T1,trial9,901.8266215793112,item2,4.871570195217205
sub-control021,control,T1,trial10,933.8520114419503,item2,4.871570195217205
sub-control021,control,T1,trial11,924.9192208427592,item3,4.871570195217205
sub-control021,control,T1,trial12,892.1239017009392,item3,4.871570195217205
sub-control021,control,T1,trial13,908.928176729588,item3,4.871570195217205
sub-control021,control,T1,trial14,935.6887871729645,item3,4.871570195217205
sub-control021,control,T1,trial15,928.5448508601156,item3,4.871570195217205
sub-control021,control,T1,trial16,947.8046060738695,item4,4.871570195217205
sub-control021,control,T1,trial17,925.6971080741641,item4,4.871570195217205
sub-control021,control,T1,trial18,955.3152876767402,item4,4.871570195217205
sub-control021,control,T1,trial19,925.2220675676183,item4,4.871570195217205
sub-control021,control,T1,trial20,925.5112344920542,item4,4.871570195217205
sub-test021,test,T0,trial1,1018.194276960164,item1,14.596268356255553
sub-test021,test,T0,trial2,1046.0335766352912,item1,14.596268356255553
