pax,group,condition,session,trial,rt
sub-control024,control,A,T0,i16,850.0899508150683
sub-control024,control,A,T0,i17,852.0899508150683
sub-control024,control,A,T0,i18,852.0899508150683
sub-control024,control,A,T0,i19,853.0899508150683
sub-control024,control,A,T0,i20,850.0899508150683
sub-control024,control,B,T0,i1,987.3240000997888
sub-control024,control,B,T0,i2,984.3240000997888
sub-control024,control,B,T0,i3,987.3240000997888
sub-control024,control,B,T0,i4,986.3240000997888
sub-control024,control,B,T0,i5,987.3240000997888
sub-control024,control,B,T0,i6,984.3240000997888
sub-control024,control,B,T0,i7,985.3240000997888
sub-control024,control,B,T0,i8,988.3240000997888
sub-control024,control,B,T0,i9,989.3240000997888
sub-control024,control,B,T0,i10,985.3240000997888
sub-control024,control,B,T0,i11,987.3240000997888
sub-control024,control,B,T0,i12,986.3240000997888
sub-control024,control,B,T0,i13,992.3240000997888
sub-control024,control,B,T0,i14,985.3240000997888
sub-control024,control,B,T0,i15,986.3240000997888
sub-control024,control,B,T0,i16,985.3240000997888
sub-control024,control,B,T0,i17,987.3240000997888
sub-control024,control,B,T0,i18,987.3240000997888
sub-control024,control,B,T0,i19,988.3240000997888
sub-control024,control,B,T0,i20,985.3240000997888
sub-test024,test,A,T0,i1,845.3496835250163
sub-test024,test,A,T0,i2,842.3496835250163
sub-test024,test,A,T0,i3,845.3496835250163
sub-test024,test,A,T0,i4,844.3496835250163
sub-test024,test,A,T0,i5,845.3496835250163
sub-test024,test,A,T0,i6,842.3496835250163
sub-test024,test,A,T0,i7,843.3496835250163
sub-test024,test,A,T0,i8,846.3496835250163
sub-test024,test,A,T0,i9,847.3496835250163
sub-test024,test,A,T0,i10,843.3496835250163
sub-test024,test,A,T0,i11,845.3496835250163
sub-test024,test,A,T0,i12,844.3496835250163
sub-test024,test,A,T0,i13,850.3496835250163
sub-test024,test,A,T0,i14,843.3496835250163
sub-test024,test,A,T0,i15,844.3496835250163
sub-test024,test,A,T0,i16,843.3496835250163
sub-test024,test,A,T0,i17,845.3496835250163
sub-test024,test,A,T0,i18,845.3496835250163
sub-test024,test,A,T0,i19,846.3496835250163
sub-test024,test,A,T0,i20,843.3496835250163
sub-test024,test,B,T0,i1,969.0419421431169
sub-test024,test,B,T0,i2,966.0419421431169
sub-test024,test,B,T0,i3,969.0419421431169
sub-test024,test,B,T0,i4,968.0419421431169
sub-test024,test,B,T0,i5,969.0419421431169
sub-test024,test,B,T0,i6,966.0419421431169
sub-test024,test,B,T0,i7,967.0419421431169
sub-test024,test,B,T0,i8,970.0419421431169
sub-test024,test,B,T0,i9,971.0419421431169
sub-test024,test,B,T0,i10,967.0419421431169
sub-test024,test,B,T0,i11,969.0419421431169
sub-test024,test,B,T0,i12,968.0419421431169
sub-test024,test,B,T0,i13,974.0419421431169
sub-test024,test,B,T0,i14,967.0419421431169
sub-test024,test,B,T0,i15,968.0419421431169
sub-test024,test,B,T0,i16,967.0419421431169
sub-test024,test,B,T0,i17,969.0419421431169
sub-test024,test,B,T0,i18,969.0419421431169
sub-test024,test,B,T0,i19,970.0419421431169
sub-test024,test,B,T0,i20,967.0419421431169
sub-control024,control,A,T1,i1,760.6250121686089
sub-control024,control,A,T1,i2,757.6250121686089
sub-control024,control,A,T1,i3,760.6250121686089
sub-control024,control,A,T1,i4,759.6250121686089
sub-control024,control,A,T1,i5,760.6250121686089
sub-control024,control,A,T1,i6,757.6250121686089
sub-control024,control,A,T1,i7,758.6250121686089
sub-control024,control,A,T1,i8,761.6250121686089
sub-control024,control,A,T1,i9,762.6250121686089
sub-control024,control,A,T1,i10,758.6250121686089
sub-control024,control,A,T1,i11,760.6250121686089
sub-control024,control,A,T1,i12,759.6250121686089
sub-control024,control,A,T1,i13,765.6250121686089
sub-control024,control,A,T1,i14,758.6250121686089
sub-control024,control,A,T1,i15,759.6250121686089
sub-control024,control,A,T1,i16,758.6250121686089
sub-control024,control,A,T1,i17,760.6250121686089
sub-control024,control,A,T1,i18,760.6250121686089
sub-control024,control,A,T1,i19,761.6250121686089
sub-control024,control,A,T1,i20,758.6250121686089
sub-test024,test,A,T1,i1,752.906637565244
sub-test024,test,A,T1,i2,749.906637565244
sub-test024,test,A,T1,i3,752.906637565244
sub-test024,test,A,T1,i4,751.906637565244
sub-test024,test,A,T1,i5,752.906637565244
sub-test024,test,A,T1,i6,749.906637565244
sub-test024,test,A,T1,i7,750.906637565244
sub-test024,test,A,T1,i8,753.906637565244
sub-test024,test,A,T1,i9,754.906637565244
sub-test024,test,A,T1,i10,750.906637565244
sub-test024,test,A,T1,i11,752.906637565244
sub-test024,test,A,T1,i12,751.906637565244
sub-test024,test,A,T1,i13,757.906637565244
sub-test024,test,A,T1,i14,750.906637565244
sub-test024,test,A,T1,i15,751.906637565244
sub-test024,test,A,T1,i16,750.906637565244
sub-test024,test,A,T1,i17,752.906637565244
sub-test024,test,A,T1,i18,752.906637565244
sub-test024,test,A,T1,i19,753.906637565244
sub-test024,test,A,T1,i20,750.906637565244
sub-control024,control,B,T1,i1,905.4892730189335
sub-control024,control,B,T1,i2,902.4892730189335
sub-control024,control,B,T1,i3,905.4892730189335
sub-control024,control,B,T1,i4,904.4892730189335
sub-control024,control,B,T1,i5,905.4892730189335
sub-control024,control,B,T1,i6,902.4892730189335
sub-control024,control,B,T1,i7,903.4892730189335
sub-control024,control,B,T1,i8,906.4892730189335
sub-control024,control,B,T1,i9,907.4892730189335
sub-control024,control,B,T1,i10,903.4892730189335
sub-control024,control,B,T1,i11,905.4892730189335
sub-control024,control,B,T1,i12,904.4892730189335
sub-control024,control,B,T1,i13,910.4892730189335
sub-control024,control,B,T1,i14,903.4892730189335
sub-control024,control,B,T1,i15,904.4892730189335
sub-control024,control,B,T1,i16,903.4892730189335
sub-control024,control,B,T1,i17,905.4892730189335
sub-control024,control,B,T1,i18,905.4892730189335
sub-control024,control,B,T1,i19,906.4892730189335
sub-control024,control,B,T1,i20,903.4892730189335
sub-test024,test,B,T1,i1,737.0296044342628
sub-test024,test,B,T1,i2,734.0296044342628
sub-test024,test,B,T1,i3,737.0296044342628
sub-test024,test,B,T1,i4,736.0296044342628
sub-test024,test,B,T1,i5,737.0296044342628
sub-test024,test,B,T1,i6,734.0296044342628
sub-test024,test,B,T1,i7,735.0296044342628
sub-test024,test,B,T1,i8,738.0296044342628
sub-test024,test,B,T1,i9,739.0296044342628
sub-test024,test,B,T1,i10,735.0296044342628
sub-test024,test,B,T1,i11,737.0296044342628
sub-test024,test,B,T1,i12,736.0296044342628
sub-test024,test,B,T1,i13,742.0296044342628
sub-test024,test,B,T1,i14,735.0296044342628
sub-test024,test,B,T1,i15,736.0296044342628
sub-test024,test,B,T1,i16,735.0296044342628
sub-test024,test,B,T1,i17,737.0296044342628
sub-test024,test,B,T1,i18,737.0296044342628
sub-test024,test,B,T1,i19,738.0296044342628
sub-test024,test,B,T1,i20,735.0296044342628
sub-control025,control,A,T0,i1,856.0548781044041
sub-control025,control,A,T0,i2,853.0548781044041
sub-control025,control,A,T0,i3,856.0548781044041
sub-control025,control,A,T0,i4,855.0548781044041
sub-control025,control,A,T0,i5,856.0548781044041
sub-control025,control,A,T0,i6,853.0548781044041
sub-control025,control,A,T0,i7,854.0548781044041
sub-control025,control,A,T0,i8,857.0548781044041
sub-control025,control,A,T0,i9,858.0548781044041
sub-control025,control,A,T0,i10,854.0548781044041
sub-control025,control,A,T0,i11,856.0548781044041
sub-control025,control,A,T0,i12,855.0548781044041
sub-control025,control,A,T0,i13,861.0548781044041
sub-control025,control,A,T0,i14,854.0548781044041
sub-control025,control,A,T0,i15,855.0548781044041
sub-control025,control,A,T0,i16,854.0548781044041
sub-control025,control,A,T0,i17,856.0548781044041
sub-control025,control,A,T0,i18,856.0548781044041
sub-control025,control,A,T0,i19,857.0548781044041
sub-control025,control,A,T0,i20,854.0548781044041
sub-control025,control,B,T0,i1,979.6833906225188
sub-control025,control,B,T0,i2,976.6833906225188
sub-control025,control,B,T0,i3,979.6833906225188
sub-control025,control,B,T0,i4,978.6833906225188
sub-control025,control,B,T0,i5,979.6833906225188
sub-control025,control,B,T0,i6,976.6833906225188
sub-control025,control,B,T0,i7,977.6833906225188
sub-control025,control,B,T0,i8,980.6833906225188
sub-control025,control,B,T0,i9,981.6833906225188
sub-control025,control,B,T0,i10,977.6833906225188
sub-control025,control,B,T0,i11,979.6833906225188
sub-control025,control,B,T0,i12,978.6833906225188
sub-control025,control,B,T0,i13,984.6833906225188
sub-control025,control,B,T0,i14,977.6833906225188
sub-control025,control,B,T0,i15,978.6833906225188
sub-control025,control,B,T0,i16,977.6833906225188
sub-control025,control,B,T0,i17,979.6833906225188
sub-control025,control,B,T0,i18,979.6833906225188
sub-control025,control,B,T0,i19,980.6833906225188
sub-control025,control,B,T0,i20,977.6833906225188
sub-test025,test,A,T0,i1,850.0110229232927
sub-test025,test,A,T0,i2,847.0110229232927
sub-test025,test,A,T0,i3,850.0110229232927
sub-test025,test,A,T0,i4,849.0110229232927
sub-test025,test,A,T0,i5,850.0110229232927
sub-test025,test,A,T0,i6,847.0110229232927
sub-test025,test,A,T0,i7,848.0110229232927
sub-test025,test,A,T0,i8,851.0110229232927
sub-test025,test,A,T0,i9,852.0110229232927
sub-test025,test,A,T0,i10,848.0110229232927
sub-test025,test,A,T0,i11,850.0110229232927
sub-test025,test,A,T0,i12,849.0110229232927
sub-test025,test,A,T0,i13,855.0110229232927
sub-test025,test,A,T0,i14,848.0110229232927
sub-test025,test,A,T0,i15,849.0110229232927
sub-test025,test,A,T0,i16,848.0110229232927
sub-test025,test,A,T0,i17,850.0110229232927
sub-test025,test,A,T0,i18,850.0110229232927
sub-test025,test,A,T0,i19,851.0110229232927
sub-test025,test,A,T0,i20,848.0110229232927
sub-test025,test,B,T0,i1,971.6566911161926
sub-test025,test,B,T0,i2,968.6566911161926
sub-test025,test,B,T0,i3,971.6566911161926
sub-test025,test,B,T0,i4,970.6566911161926
sub-test025,test,B,T0,i5,971.6566911161926
sub-test025,test,B,T0,i6,968.6566911161926
sub-test025,test,B,T0,i7,969.6566911161926
sub-test025,test,B,T0,i8,972.6566911161926
sub-test025,test,B,T0,i9,973.6566911161926
sub-test025,test,B,T0,i10,969.6566911161926
sub-test025,test,B,T0,i11,971.6566911161926
sub-test025,test,B,T0,i12,970.6566911161926
sub-test025,test,B,T0,i13,976.6566911161926
sub-test025,test,B,T0,i14,969.6566911161926
sub-test025,test,B,T0,i15,970.6566911161926
sub-test025,test,B,T0,i16,969.6566911161926
sub-test025,test,B,T0,i17,971.6566911161926
sub-test025,test,B,T0,i18,971.6566911161926
sub-test025,test,B,T0,i19,972.6566911161926
sub-test025,test,B,T0,i20,969.6566911161926
sub-control025,control,A,T1,i1,765.7523418731724
sub-control025,control,A,T1,i2,762.7523418731724
sub-control025,control,A,T1,i3,765.7523418731724
sub-control025,control,A,T1,i4,764.7523418731724
sub-control025,control,A,T1,i5,765.7523418731724
sub-control025,control,A,T1,i6,762.7523418731724
sub-control025,control,A,T1,i7,763.7523418731724
sub-control025,control,A,T1,i8,766.7523418731724
sub-control025,control,A,T1,i9,767.7523418731724
sub-control025,control,A,T1,i10,763.7523418731724
sub-control025,control,A,T1,i11,765.7523418731724
sub-control025,control,A,T1,i12,764.7523418731724
sub-control025,control,A,T1,i13,770.7523418731724
sub-control025,control,A,T1,i14,763.7523418731724
sub-control025,control,A,T1,i15,764.7523418731724
sub-control025,control,A,T1,i16,763.7523418731724
sub-control025,control,A,T1,i17,765.7523418731724
sub-control025,control,A,T1,i18,765.7523418731724
sub-control025,control,A,T1,i19,766.7523418731724
sub-control025,control,A,T1,i20,763.7523418731724
sub-test025,test,A,T1,i1,758.1371342863583
sub-test025,test,A,T1,i2,755.1371342863583
sub-test025,test,A,T1,i3,758.1371342863583
sub-test025,test,A,T1,i4,757.1371342863583
sub-test025,test,A,T1,i5,758.1371342863583
sub-test025,test,A,T1,i6,755.1371342863583
sub-test025,test,A,T1,i7,756.1371342863583
sub-test025,test,A,T1,i8,759.1371342863583
sub-test025,test,A,T1,i9,760.1371342863583
sub-test025,test,A,T1,i10,756.1371342863583
sub-test025,test,A,T1,i11,758.1371342863583
sub-test025,test,A,T1,i12,757.1371342863583
sub-test025,test,A,T1,i13,763.1371342863583
sub-test025,test,A,T1,i14,756.1371342863583
sub-test025,test,A,T1,i15,757.1371342863583
sub-test025,test,A,T1,i16,756.1371342863583
sub-test025,test,A,T1,i17,758.1371342863583
sub-test025,test,A,T1,i18,758.1371342863583
sub-test025,test,A,T1,i19,759.1371342863583
sub-test025,test,A,T1,i20,756.1371342863583
sub-control025,control,B,T1,i1,904.9603074562043
sub-control025,control,B,T1,i2,901.9603074562043
sub-control025,control,B,T1,i3,904.9603074562043
sub-control025,control,B,T1,i4,903.9603074562043
sub-control025,control,B,T1,i5,904.9603074562043
sub-control025,control,B,T1,i6,901.9603074562043
sub-control025,control,B,T1,i7,902.9603074562043
sub-control025,control,B,T1,i8,905.9603074562043
sub-control025,control,B,T1,i9,906.9603074562043
sub-control025,control,B,T1,i10,902.9603074562043
sub-control025,control,B,T1,i11,904.9603074562043
sub-control025,control,B,T1,i12,903.9603074562043
sub-control025,control,B,T1,i13,909.9603074562043
sub-control025,control,B,T1,i14,902.9603074562043
sub-control025,control,B,T1,i15,903.9603074562043
sub-control025,control,B,T1,i16,902.9603074562043
sub-control025,control,B,T1,i17,904.9603074562043
sub-control025,control,B,T1,i18,904.9603074562043
sub-control025,control,B,T1,i19,905.9603074562043
sub-control025,control,B,T1,i20,902.9603074562043
sub-test025,test,B,T1,i1,741.2070569508065
sub-test025,test,B,T1,i2,738.2070569508065
sub-test025,test,B,T1,i3,741.2070569508065
sub-test025,test,B,T1,i4,740.2070569508065
sub-test025,test,B,T1,i5,741.2070569508065
sub-test025,test,B,T1,i6,738.2070569508065
sub-test025,test,B,T1,i7,739.2070569508065
sub-test025,test,B,T1,i8,742.2070569508065
sub-test025,test,B,T1,i9,743.2070569508065
sub-test025,test,B,T1,i10,739.2070569508065
sub-test025,test,B,T1,i11,741.2070569508065
sub-test025,test,B,T1,i12,740.2070569508065
sub-test025,test,B,T1,i13,746.2070569508065
sub-test025,test,B,T1,i14,739.2070569508065
sub-test025,test,B,T1,i15,740.2070569508065
sub-test025,test,B,T1,i16,739.2070569508065
sub-test025,test,B,T1,i17,741.2070569508065
sub-test025,test,B,T1,i18,741.2070569508065
sub-test025,test,B,T1,i19,742.2070569508065
sub-test025,test,B,T1,i20,739.2070569508065
sub-control026,control,A,T0,i1,872.6608534584225
sub-control026,control,A,T0,i2,869.6608534584225
sub-control026,control,A,T0,i3,872.6608534584225
sub-control026,control,A,T0,i4,871.6608534584225
sub-control026,control,A,T0,i5,872.6608534584225
sub-control026,control,A,T0,i6,869.6608534584225
sub-control026,control,A,T0,i7,870.6608534584225
sub-control026,control,A,T0,i8,873.6608534584225
sub-control026,control,A,T0,i9,874.6608534584225
sub-control026,control,A,T0,i10,870.6608534584225
sub-control026,control,A,T0,i11,872.6608534584225
sub-control026,control,A,T0,i12,871.6608534584225
sub-control026,control,A,T0,i13,877.6608534584225
sub-control026,control,A,T0,i14,870.6608534584225
sub-control026,control,A,T0,i15,871.6608534584225
sub-control026,control,A,T0,i16,870.6608534584225
sub-control026,control,A,T0,i17,872.6608534584225
sub-control026,control,A,T0,i18,872.6608534584225
sub-control026,control,A,T0,i19,873.6608534584225
sub-control026,control,A,T0,i20,870.6608534584225
sub-control026,control,B,T0,i1,993.2860120599175
sub-control026,control,B,T0,i2,990.2860120599175
sub-control026,control,B,T0,i3,993.2860120599175
sub-control026,control,B,T0,i4,992.2860120599175
sub-control026,control,B,T0,i5,993.2860120599175
sub-control026,control,B,T0,i6,990.2860120599175
sub-control026,control,B,T0,i7,991.2860120599175
sub-control026,control,B,T0,i8,994.2860120599175
sub-control026,control,B,T0,i9,995.2860120599175
sub-control026,control,B,T0,i10,991.2860120599175
sub-control026,control,B,T0,i11,993.2860120599175
sub-control026,control,B,T0,i12,992.2860120599175
sub-control026,control,B,T0,i13,998.2860120599175
sub-control026,control,B,T0,i14,991.2860120599175
sub-control026,control,B,T0,i15,992.2860120599175
sub-control026,control,B,T0,i16,991.2860120599175
sub-control026,control,B,T0,i17,993.2860120599175
sub-control026,control,B,T0,i18,993.2860120599175
sub-control026,control,B,T0,i19,994.2860120599175
sub-control026,control,B,T0,i20,991.2860120599175
sub-test026,test,A,T0,i1,857.9085671954025
sub-test026,test,A,T0,i2,854.9085671954025
sub-test026,test,A,T0,i3,857.9085671954025
sub-test026,test,A,T0,i4,856.9085671954025
sub-test026,test,A,T0,i5,857.9085671954025
sub-test026,test,A,T0,i6,854.9085671954025
sub-test026,test,A,T0,i7,855.9085671954025
sub-test026,test,A,T0,i8,858.9085671954025
sub-test026,test,A,T0,i9,859.9085671954025
sub-test026,test,A,T0,i10,855.9085671954025
sub-test026,test,A,T0,i11,857.9085671954025
sub-test026,test,A,T0,i12,856.9085671954025
sub-test026,test,A,T0,i13,862.9085671954025
sub-test026,test,A,T0,i14,855.9085671954025
sub-test026,test,A,T0,i15,856.9085671954025
sub-test026,test,A,T0,i16,855.9085671954025
sub-test026,test,A,T0,i17,857.9085671954025
sub-test026,test,A,T0,i18,857.9085671954025
sub-test026,test,A,T0,i19,858.9085671954025
sub-test026,test,A,T0,i20,855.9085671954025
sub-test026,test,B,T0,i1,978.0821403701077
sub-test026,test,B,T0,i2,975.0821403701077
sub-test026,test,B,T0,i3,978.0821403701077
sub-test026,test,B,T0,i4,977.0821403701077
sub-test026,test,B,T0,i5,978.0821403701077
sub-test026,test,B,T0,i6,975.0821403701077
sub-test026,test,B,T0,i7,976.0821403701077
sub-test026,test,B,T0,i8,979.0821403701077
sub-test026,test,B,T0,i9,980.0821403701077
sub-test026,test,B,T0,i10,976.0821403701077
sub-test026,test,B,T0,i11,978.0821403701077
sub-test026,test,B,T0,i12,977.0821403701077
sub-test026,test,B,T0,i13,983.0821403701077
sub-test026,test,B,T0,i14,976.0821403701077
sub-test026,test,B,T0,i15,977.0821403701077
sub-test026,test,B,T0,i16,976.0821403701077
sub-test026,test,B,T0,i17,978.0821403701077
sub-test026,test,B,T0,i18,978.0821403701077
sub-test026,test,B,T0,i19,979.0821403701077
sub-test026,test,B,T0,i20,976.0821403701077
sub-control026,control,A,T1,i1,787.6889030534832
sub-control026,control,A,T1,i2,784.6889030534832
sub-control026,control,A,T1,i3,787.6889030534832
sub-control026,control,A,T1,i4,786.6889030534832
sub-control026,control,A,T1,i5,787.6889030534832
sub-control026,control,A,T1,i6,784.6889030534832
sub-control026,control,A,T1,i7,785.6889030534832
sub-control026,control,A,T1,i8,788.6889030534832
sub-control026,control,A,T1,i9,789.6889030534832
sub-control026,control,A,T1,i10,785.6889030534832
sub-control026,control,A,T1,i11,787.6889030534832
sub-control026,control,A,T1,i12,786.6889030534832
sub-control026,control,A,T1,i13,792.6889030534832
sub-control026,control,A,T1,i14,785.6889030534832
sub-control026,control,A,T1,i15,786.6889030534832
sub-control026,control,A,T1,i16,785.6889030534832
sub-control026,control,A,T1,i17,787.6889030534832
sub-control026,control,A,T1,i18,787.6889030534832
sub-control026,control,A,T1,i19,788.6889030534832
sub-control026,control,A,T1,i20,785.6889030534832
sub-test026,test,A,T1,i1,776.6159284183591
sub-test026,test,A,T1,i2,773.6159284183591
sub-test026,test,A,T1,i3,776.6159284183591
sub-test026,test,A,T1,i4,775.6159284183591
sub-test026,test,A,T1,i5,776.6159284183591
sub-test026,test,A,T1,i6,773.6159284183591
sub-test026,test,A,T1,i7,774.6159284183591
sub-test026,test,A,T1,i8,777.6159284183591
sub-test026,test,A,T1,i9,778.6159284183591
sub-test026,test,A,T1,i10,774.6159284183591
sub-test026,test,A,T1,i11,776.6159284183591
sub-test026,test,A,T1,i12,775.6159284183591
sub-test026,test,A,T1,i13,781.6159284183591
sub-test026,test,A,T1,i14,774.6159284183591
sub-test026,test,A,T1,i15,775.6159284183591
sub-test026,test,A,T1,i16,774.6159284183591
sub-test026,test,A,T1,i17,776.6159284183591
sub-test026,test,A,T1,i18,776.6159284183591
sub-test026,test,A,T1,i19,777.6159284183591
sub-test026,test,A,T1,i20,774.6159284183591
sub-control026,control,B,T1,i1,920.4371271877043
sub-control026,control,B,T1,i2,917.4371271877043
sub-control026,control,B,T1,i3,920.4371271877043
sub-control026,control,B,T1,i4,919.4371271877043
sub-control026,control,B,T1,i5,920.4371271877043
sub-control026,control,B,T1,i6,917.4371271877043
sub-control026,control,B,T1,i7,918.4371271877043
sub-control026,control,B,T1,i8,921.4371271877043
sub-control026,control,B,T1,i9,922.4371271877043
sub-control026,control,B,T1,i10,918.4371271877043
sub-control026,control,B,T1,i11,920.4371271877043
sub-control026,control,B,T1,i12,919.4371271877043
sub-control026,control,B,T1,i13,925.4371271877043
sub-control026,control,B,T1,i14,918.4371271877043
sub-control026,control,B,T1,i15,919.4371271877043
sub-control026,control,B,T1,i16,918.4371271877043
sub-control026,control,B,T1,i17,920.4371271877043
sub-control026,control,B,T1,i18,920.4371271877043
sub-control026,control,B,T1,i19,921.4371271877043
sub-control026,control,B,T1,i20,918.4371271877043
sub-test026,test,B,T1,i1,759.7296580792556
sub-test026,test,B,T1,i2,756.7296580792556
sub-test026,test,B,T1,i3,759.7296580792556
sub-test026,test,B,T1,i4,758.7296580792556
sub-test026,test,B,T1,i5,759.7296580792556
sub-test026,test,B,T1,i6,756.7296580792556
sub-test026,test,B,T1,i7,757.7296580792556
sub-test026,test,B,T1,i8,760.7296580792556
sub-test026,test,B,T1,i9,761.7296580792556
sub-test026,test,B,T1,i10,757.7296580792556
sub-test026,test,B,T1,i11,759.7296580792556
sub-test026,test,B,T1,i12,758.7296580792556
sub-test026,test,B,T1,i13,764.7296580792556
sub-test026,test,B,T1,i14,757.7296580792556
sub-test026,test,B,T1,i15,758.7296580792556
sub-test026,test,B,T1,i16,757.7296580792556
sub-test026,test,B,T1,i17,759.7296580792556
sub-test026,test,B,T1,i18,759.7296580792556
sub-test026,test,B,T1,i19,760.7296580792556
sub-test026,test,B,T1,i20,757.7296580792556
sub-control027,control,A,T0,i1,873.6071893344332
sub-control027,control,A,T0,i2,870.6071893344332
sub-control027,control,A,T0,i3,873.6071893344332
sub-control027,control,A,T0,i4,872.6071893344332
sub-control027,control,A,T0,i5,873.6071893344332
sub-control027,control,A,T0,i6,870.6071893344332
sub-control027,control,A,T0,i7,871.6071893344332
sub-control027,control,A,T0,i8,874.6071893344332
sub-control027,control,A,T0,i9,875.6071893344332
sub-control027,control,A,T0,i10,871.6071893344332
sub-control027,control,A,T0,i11,873.6071893344332
sub-control027,control,A,T0,i12,872.6071893344332
sub-control027,control,A,T0,i13,878.6071893344332
sub-control027,control,A,T0,i14,871.6071893344332
sub-control027,control,A,T0,i15,872.6071893344332
sub-control027,control,A,T0,i16,871.6071893344332
sub-control027,control,A,T0,i17,873.6071893344332
sub-control027,control,A,T0,i18,873.6071893344332
sub-control027,control,A,T0,i19,874.6071893344332
sub-control027,control,A,T0,i20,871.6071893344332
sub-control027,control,B,T0,i1,990.0977189762664
sub-control027,control,B,T0,i2,987.0977189762664
sub-control027,control,B,T0,i3,990.0977189762664
sub-control027,control,B,T0,i4,989.0977189762664
sub-control027,control,B,T0,i5,990.0977189762664
sub-control027,control,B,T0,i6,987.0977189762664
sub-control027,control,B,T0,i7,988.0977189762664
sub-control027,control,B,T0,i8,991.0977189762664
sub-control027,control,B,T0,i9,992.0977189762664
sub-control027,control,B,T0,i10,988.0977189762664
sub-control027,control,B,T0,i11,990.0977189762664
sub-control027,control,B,T0,i12,989.0977189762664
sub-control027,control,B,T0,i13,995.0977189762664
sub-control027,control,B,T0,i14,988.0977189762664
sub-control027,control,B,T0,i15,989.0977189762664
sub-control027,control,B,T0,i16,988.0977189762664
sub-control027,control,B,T0,i17,990.0977189762664
sub-control027,control,B,T0,i18,990.0977189762664
sub-control027,control,B,T0,i19,991.0977189762664
sub-control027,control,B,T0,i20,988.0977189762664
sub-test027,test,A,T0,i1,874.6694920646072
sub-test027,test,A,T0,i2,871.6694920646072
sub-test027,test,A,T0,i3,874.6694920646072
sub-test027,test,A,T0,i4,873.6694920646072
sub-test027,test,A,T0,i5,874.6694920646072
sub-test027,test,A,T0,i6,871.6694920646072
sub-test027,test,A,T0,i7,872.6694920646072
sub-test027,test,A,T0,i8,875.6694920646072
sub-test027,test,A,T0,i9,876.6694920646072
sub-test027,test,A,T0,i10,872.6694920646072
sub-test027,test,A,T0,i11,874.6694920646072
sub-test027,test,A,T0,i12,873.6694920646072
sub-test027,test,A,T0,i13,879.6694920646072
sub-test027,test,A,T0,i14,872.6694920646072
sub-test027,test,A,T0,i15,873.6694920646072
sub-test027,test,A,T0,i16,872.6694920646072
sub-test027,test,A,T0,i17,874.6694920646072
sub-test027,test,A,T0,i18,874.6694920646072
sub-test027,test,A,T0,i19,875.6694920646072
sub-test027,test,A,T0,i20,872.6694920646072
sub-test027,test,B,T0,i1,993.0184420851554
sub-test027,test,B,T0,i2,990.0184420851554
sub-test027,test,B,T0,i3,993.0184420851554
sub-test027,test,B,T0,i4,992.0184420851554
sub-test027,test,B,T0,i5,993.0184420851554
sub-test027,test,B,T0,i6,990.0184420851554
sub-test027,test,B,T0,i7,991.0184420851554
sub-test027,test,B,T0,i8,994.0184420851554
sub-test027,test,B,T0,i9,995.0184420851554
sub-test027,test,B,T0,i10,991.0184420851554
sub-test027,test,B,T0,i11,993.0184420851554
sub-test027,test,B,T0,i12,992.0184420851554
sub-test027,test,B,T0,i13,998.0184420851554
sub-test027,test,B,T0,i14,991.0184420851554
sub-test027,test,B,T0,i15,992.0184420851554
sub-test027,test,B,T0,i16,991.0184420851554
sub-test027,test,B,T0,i17,993.0184420851554
sub-test027,test,B,T0,i18,993.0184420851554
sub-test027,test,B,T0,i19,994.0184420851554
sub-test027,test,B,T0,i20,991.0184420851554
sub-control027,control,A,T1,i1,792.3203198534916
sub-control027,control,A,T1,i2,789.3203198534916
sub-control027,control,A,T1,i3,792.3203198534916
sub-control027,control,A,T1,i4,791.3203198534916
sub-control027,control,A,T1,i5,792.3203198534916
sub-control027,control,A,T1,i6,789.3203198534916
sub-control027,control,A,T1,i7,790.3203198534916
sub-control027,control,A,T1,i8,793.3203198534916
sub-control027,control,A,T1,i9,794.3203198534916
sub-control027,control,A,T1,i10,790.3203198534916
sub-control027,control,A,T1,i11,792.3203198534916
sub-control027,control,A,T1,i12,791.3203198534916
sub-control027,control,A,T1,i13,797.3203198534916
sub-control027,control,A,T1,i14,790.3203198534916
sub-control027,control,A,T1,i15,791.3203198534916
sub-control027,control,A,T1,i16,790.3203198534916
sub-control027,control,A,T1,i17,792.3203198534916
sub-control027,control,A,T1,i18,792.3203198534916
sub-control027,control,A,T1,i19,793.3203198534916
sub-control027,control,A,T1,i20,790.3203198534916
sub-test027,test,A,T1,i1,794.1339510630329
sub-test027,test,A,T1,i2,791.1339510630329
sub-test027,test,A,T1,i3,794.1339510630329
sub-test027,test,A,T1,i4,793.1339510630329
sub-test027,test,A,T1,i5,794.1339510630329
sub-test027,test,A,T1,i6,791.1339510630329
sub-test027,test,A,T1,i7,792.1339510630329
sub-test027,test,A,T1,i8,795.1339510630329
sub-test027,test,A,T1,i9,796.1339510630329
sub-test027,test,A,T1,i10,792.1339510630329
sub-test027,test,A,T1,i11,794.1339510630329
sub-test027,test,A,T1,i12,793.1339510630329
sub-test027,test,A,T1,i13,799.1339510630329
sub-test027,test,A,T1,i14,792.1339510630329
sub-test027,test,A,T1,i15,793.1339510630329
sub-test027,test,A,T1,i16,792.1339510630329
sub-test027,test,A,T1,i17,794.1339510630329
sub-test027,test,A,T1,i18,794.1339510630329
